100 500
6 28 840
34 76 594
14 54 814
93 36 146
19 18 1000
70 69 1000
49 48 1000
68 1 837
84 89 753
84 77 567
15 87 775
42 41 1000
73 78 424
72 85 903
73 72 1000
98 86 809
43 48 359
86 99 950
51 42 17
4 64 621
81 40 929
96 95 1000
33 76 889
8 26 979
22 63 251
30 41 802
90 64 466
93 92 1000
39 36 408
46 35 797
95 78 545
85 66 151
8 55 462
19 34 539
30 3 335
94 93 1000
52 5 398
91 7 345
1 8 550
58 70 430
38 37 1000
12 7 958
29 91 586
75 74 1000
68 11 844
24 44 307
83 60 922
74 99 371
20 19 1000
54 10 758
92 62 594
23 22 1000
56 60 937
63 1 209
17 68 734
62 44 190
22 26 606
67 82 875
18 17 1000
95 94 1000
31 35 651
8 35 897
79 15 905
46 39 699
39 14 168
25 4 853
42 65 85
6 68 507
92 35 466
75 99 118
35 35 686
77 14 550
75 77 769
28 43 321
99 98 1000
35 69 251
24 67 438
41 77 295
8 1 852
9 8 1000
25 94 199
50 18 865
97 96 1000
24 15 697
38 53 48
20 20 508
61 48 7
87 13 603
16 18 577
69 39 932
41 79 828
62 14 851
0 79 836
63 62 1000
33 95 627
13 12 1000
88 46 951
16 85 905
62 61 1000
71 80 271
48 47 1000
60 96 857
4 78 287
61 93 214
12 11 1000
41 85 179
97 87 333
79 78 1000
28 75 906
24 23 1000
81 4 192
27 43 306
3 19 210
6 81 385
69 92 610
43 46 460
68 67 1000
44 51 271
69 68 1000
45 34 186
89 67 151
5 6 593
11 41 491
53 84 966
77 78 755
35 72 3
22 15 86
28 80 578
80 79 1000
13 26 829
76 75 1000
30 90 184
45 43 477
19 89 475
58 1 891
91 90 322
94 50 265
39 71 580
43 94 782
27 26 1000
41 60 484
52 47 846
11 10 1000
10 43 541
81 59 895
95 31 0
58 17 15
68 83 477
88 7 78
53 18 783
89 2 223
30 17 300
1 89 711
31 44 600
83 82 1000
43 22 555
79 58 805
30 27 606
53 25 781
94 1 587
21 53 12
5 81 102
35 9 298
18 41 813
87 86 1000
36 17 162
84 83 1000
26 65 459
84 68 217
90 68 492
44 8 713
91 98 703
62 60 956
30 89 939
92 21 572
28 90 131
90 31 86
92 42 98
66 79 921
55 23 39
72 46 82
0 77 721
96 10 870
37 31 344
31 30 1000
77 49 653
86 0 768
88 87 1000
18 9 703
71 32 466
64 4 73
81 34 524
68 73 122
44 38 180
13 29 660
66 35 443
30 71 284
23 91 341
90 97 569
50 49 1000
66 87 909
24 63 287
43 91 828
88 27 404
25 85 56
92 91 1000
50 58 319
60 21 566
7 6 1000
32 31 1000
38 58 350
59 58 1000
58 94 212
96 52 622
61 99 22
71 49 53
53 91 135
83 30 261
49 73 44
67 12 969
99 77 875
30 39 941
89 88 1000
15 89 273
62 7 838
47 46 1000
1 39 752
91 3 85
75 63 830
77 76 1000
73 18 877
64 63 1000
61 60 1000
36 84 45
52 74 181
46 45 1000
10 9 1000
85 84 1000
60 2 201
36 35 1000
38 6 365
4 36 250
97 85 620
16 89 680
98 70 947
65 81 694
78 81 811
78 77 1000
97 78 743
87 58 880
52 50 421
89 33 103
31 63 830
92 84 783
34 33 1000
1 92 330
64 46 922
23 99 538
66 99 413
57 16 529
42 20 758
93 16 94
75 62 944
99 18 416
21 58 972
17 4 954
46 76 925
65 19 978
30 54 154
23 97 85
32 19 185
29 13 793
27 8 374
14 55 678
63 68 838
36 89 280
26 98 914
59 45 801
57 69 701
39 47 437
45 79 679
27 10 237
43 42 1000
22 21 1000
49 56 441
